BirdID,FinalSB,SB_ROC,BodyMass,Stage,EP,Tissue,SiteEuth,DNAm,TLR4_RQ_proximal_intestine,TLR4_RQ_medial_intestine,TLR4_RQ_distal_intestine,TLR4_RQ_cecum
3154,3.16293,0.160064458,23.7,Male,low,blood,CG01,0,2.070529848,4.301977562,4.438277888,2.531513188
3154,3.16293,0.160064458,23.7,Male,low,blood,CG02,0,2.070529848,4.301977562,4.438277888,2.531513188
3154,3.16293,0.160064458,23.7,Male,low,blood,CG03,1,2.070529848,4.301977562,4.438277888,2.531513188
3154,3.16293,0.160064458,23.7,Male,low,blood,CG04,0,2.070529848,4.301977562,4.438277888,2.531513188
3154,3.16293,0.160064458,23.7,Male,low,blood,CG05,0,2.070529848,4.301977562,4.438277888,2.531513188
3154,3.16293,0.160064458,23.7,Male,low,spleen,CG01,NA,2.070529848,4.301977562,4.438277888,2.531513188
3154,3.16293,0.160064458,23.7,Male,low,spleen,CG02,NA,2.070529848,4.301977562,4.438277888,2.531513188
3154,3.16293,0.160064458,23.7,Male,low,spleen,CG03,NA,2.070529848,4.301977562,4.438277888,2.531513188
3154,3.16293,0.160064458,23.7,Male,low,spleen,CG04,NA,2.070529848,4.301977562,4.438277888,2.531513188
3154,3.16293,0.160064458,23.7,Male,low,spleen,CG05,NA,2.070529848,4.301977562,4.438277888,2.531513188
3155,0.837991,-0.4963205,25.3,Male,high,liver,CG01,1,1.687631592,1.911890635,1.010451446,1.01395948
3155,0.837991,-0.4963205,25.3,Male,high,liver,CG02,1,1.687631592,1.911890635,1.010451446,1.01395948
3155,0.837991,-0.4963205,25.3,Male,high,liver,CG03,1,1.687631592,1.911890635,1.010451446,1.01395948
3155,0.837991,-0.4963205,25.3,Male,high,liver,CG04,1,1.687631592,1.911890635,1.010451446,1.01395948
3155,0.837991,-0.4963205,25.3,Male,high,liver,CG05,1,1.687631592,1.911890635,1.010451446,1.01395948
3155,0.837991,-0.4963205,25.3,Male,high,blood,CG01,0,1.687631592,1.911890635,1.010451446,1.01395948
3155,0.837991,-0.4963205,25.3,Male,high,blood,CG02,1,1.687631592,1.911890635,1.010451446,1.01395948
3155,0.837991,-0.4963205,25.3,Male,high,blood,CG03,1,1.687631592,1.911890635,1.010451446,1.01395948
3155,0.837991,-0.4963205,25.3,Male,high,blood,CG04,0,1.687631592,1.911890635,1.010451446,1.01395948
3155,0.837991,-0.4963205,25.3,Male,high,blood,CG05,0,1.687631592,1.911890635,1.010451446,1.01395948
3155,0.837991,-0.4963205,25.3,Male,high,spleen,CG01,1,1.687631592,1.911890635,1.010451446,1.01395948
3155,0.837991,-0.4963205,25.3,Male,high,spleen,CG02,1,1.687631592,1.911890635,1.010451446,1.01395948
3155,0.837991,-0.4963205,25.3,Male,high,spleen,CG03,1,1.687631592,1.911890635,1.010451446,1.01395948
3155,0.837991,-0.4963205,25.3,Male,high,spleen,CG04,0,1.687631592,1.911890635,1.010451446,1.01395948
3155,0.837991,-0.4963205,25.3,Male,high,spleen,CG05,0,1.687631592,1.911890635,1.010451446,1.01395948
3157,2.2821915,-0.061930354,20.5,Male,high,liver,CG01,1,0.503477775,0.526680518,1.945309895,1.024556823
3157,2.2821915,-0.061930354,20.5,Male,high,liver,CG02,1,0.503477775,0.526680518,1.945309895,1.024556823
3157,2.2821915,-0.061930354,20.5,Male,high,liver,CG03,1,0.503477775,0.526680518,1.945309895,1.024556823
3157,2.2821915,-0.061930354,20.5,Male,high,liver,CG04,0,0.503477775,0.526680518,1.945309895,1.024556823
3157,2.2821915,-0.061930354,20.5,Male,high,liver,CG05,0,0.503477775,0.526680518,1.945309895,1.024556823
3157,2.2821915,-0.061930354,20.5,Male,high,blood,CG01,0,0.503477775,0.526680518,1.945309895,1.024556823
3157,2.2821915,-0.061930354,20.5,Male,high,blood,CG02,0,0.503477775,0.526680518,1.945309895,1.024556823
3157,2.2821915,-0.061930354,20.5,Male,high,blood,CG03,1,0.503477775,0.526680518,1.945309895,1.024556823
3157,2.2821915,-0.061930354,20.5,Male,high,blood,CG04,0,0.503477775,0.526680518,1.945309895,1.024556823
3157,2.2821915,-0.061930354,20.5,Male,high,blood,CG05,0,0.503477775,0.526680518,1.945309895,1.024556823
3157,2.2821915,-0.061930354,20.5,Male,high,spleen,CG01,NA,0.503477775,0.526680518,1.945309895,1.024556823
3157,2.2821915,-0.061930354,20.5,Male,high,spleen,CG02,NA,0.503477775,0.526680518,1.945309895,1.024556823
3157,2.2821915,-0.061930354,20.5,Male,high,spleen,CG03,NA,0.503477775,0.526680518,1.945309895,1.024556823
3157,2.2821915,-0.061930354,20.5,Male,high,spleen,CG04,NA,0.503477775,0.526680518,1.945309895,1.024556823
3157,2.2821915,-0.061930354,20.5,Male,high,spleen,CG05,NA,0.503477775,0.526680518,1.945309895,1.024556823
